web-scraper-order,web-scraper-start-url,newpage,team,matchup,date,winloss,min,pts,fgm,fga,fgpercent,3pm,3pa,3ppercent,ftm,fta,ftpercent,oreb,dreb,reb,ast,stl,blk,tov,pfidk,plusminus
"1710880555-1865","https://www.nba.com/stats/teams/boxscores","","GSW","GSW @ CLE","11/05/2023","L","240","104","34","94","36.2","16","41","39.0","20","30","66.7","17","27","44","26","10","4","13","18","-11"
"1710880555-1866","https://www.nba.com/stats/teams/boxscores","","CLE","CLE vs. GSW","11/05/2023","W","240","115","41","83","49.4","11","37","29.7","22","28","78.6","13","41","54","26","8","2","18","21","11"
"1710880555-1867","https://www.nba.com/stats/teams/boxscores","","PHX","PHX @ PHI","11/04/2023","L","240","100","32","89","36.0","9","35","25.7","27","33","81.8","15","27","42","22","11","12","11","11","-12"
"1710880555-1868","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. PHX","11/04/2023","W","240","112","43","90","47.8","11","30","36.7","15","18","83.3","15","36","51","24","5","6","18","24","12"
"1710880555-1869","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. ATL","11/04/2023","L","240","105","40","84","47.6","8","31","25.8","17","21","81.0","9","26","35","24","9","7","11","15","-18"
"1710880555-1870","https://www.nba.com/stats/teams/boxscores","","ATL","ATL @ NOP","11/04/2023","W","240","123","45","93","48.4","14","41","34.1","19","24","79.2","19","33","52","28","4","6","13","16","18"
"1710880555-1871","https://www.nba.com/stats/teams/boxscores","","ORL","ORL vs. LAL","11/04/2023","W","240","120","46","101","45.5","12","33","36.4","16","19","84.2","19","32","51","29","6","9","16","18","19"
"1710880555-1872","https://www.nba.com/stats/teams/boxscores","","LAL","LAL @ ORL","11/04/2023","L","240","101","37","84","44.0","8","30","26.7","19","21","90.5","10","30","40","17","6","10","17","21","-19"
"1710880555-1873","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. CHA","11/04/2023","L","240","124","45","93","48.4","22","45","48.9","12","16","75.0","11","25","36","31","7","5","15","18","-1"
"1710880555-1874","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ IND","11/04/2023","W","240","125","47","88","53.4","8","20","40.0","23","23","100","12","29","41","23","5","10","13","20","1"
"1710880555-1875","https://www.nba.com/stats/teams/boxscores","","MIN","MIN vs. UTA","11/04/2023","W","240","123","45","81","55.6","9","24","37.5","24","31","77.4","9","34","43","25","10","11","11","23","28"
"1710880555-1876","https://www.nba.com/stats/teams/boxscores","","UTA","UTA @ MIN","11/04/2023","L","240","95","35","91","38.5","12","43","27.9","13","17","76.5","17","22","39","20","3","7","18","20","-28"
"1710880555-1877","https://www.nba.com/stats/teams/boxscores","","BKN","BKN vs. BOS","11/04/2023","L","240","114","43","100","43.0","17","52","32.7","11","17","64.7","10","32","42","22","4","5","6","21","-10"
"1710880555-1878","https://www.nba.com/stats/teams/boxscores","","BOS","BOS @ BKN","11/04/2023","W","240","124","43","90","47.8","15","45","33.3","23","27","85.2","10","40","50","22","4","6","11","17","10"
"1710880555-1879","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. SAC","11/04/2023","W","240","107","40","87","46.0","13","36","36.1","14","20","70.0","10","43","53","28","4","3","11","18","18"
"1710880555-1880","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ HOU","11/04/2023","L","240","89","32","84","38.1","11","41","26.8","14","19","73.7","8","35","43","20","5","6","11","19","-18"
"1710880555-1881","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. CHI","11/04/2023","W","240","123","42","81","51.9","16","36","44.4","23","30","76.7","10","39","49","31","10","4","12","18","22"
"1710880555-1882","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ DEN","11/04/2023","L","240","101","39","86","45.3","7","26","26.9","16","23","69.6","9","28","37","28","7","3","11","19","-22"
"1710880555-1883","https://www.nba.com/stats/teams/boxscores","","DAL","DAL @ DEN","11/03/2023","L","240","114","41","86","47.7","17","42","40.5","15","17","88.2","10","24","34","27","12","6","15","19","-11"
"1710880555-1884","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. CLE","11/03/2023","W","240","121","45","86","52.3","15","31","48.4","16","24","66.7","7","33","40","28","7","5","19","18","5"
"1710880555-1885","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ IND","11/03/2023","L","240","116","44","84","52.4","8","28","28.6","20","25","80.0","5","30","35","27","10","9","13","20","-5"
"1710880555-1886","https://www.nba.com/stats/teams/boxscores","","CHI","CHI vs. BKN","11/03/2023","L","240","107","43","89","48.3","11","28","39.3","10","14","71.4","9","33","42","21","4","4","10","13","-2"
"1710880555-1887","https://www.nba.com/stats/teams/boxscores","","BKN","BKN @ CHI","11/03/2023","W","240","109","44","96","45.8","18","45","40.0","3","5","60.0","8","31","39","32","4","4","11","12","2"
"1710880555-1888","https://www.nba.com/stats/teams/boxscores","","NYK","NYK @ MIL","11/03/2023","L","240","105","38","96","39.6","10","39","25.6","19","25","76.0","16","40","56","18","6","1","11","22","-5"
"1710880555-1889","https://www.nba.com/stats/teams/boxscores","","MIL","MIL vs. NYK","11/03/2023","W","240","110","35","82","42.7","20","39","51.3","20","28","71.4","7","34","41","24","6","11","14","16","5"
"1710880555-1890","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. WAS","11/03/2023","W","240","121","48","80","60.0","13","27","48.1","12","14","85.7","7","30","37","35","9","1","21","18","7"
"1710880555-1891","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ MIA","11/03/2023","L","240","114","46","81","56.8","13","28","46.4","9","17","52.9","4","26","30","33","7","4","20","18","-7"
"1710880555-1892","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. GSW","11/03/2023","L","240","139","50","83","60.2","15","29","51.7","24","30","80.0","7","25","32","26","3","1","19","20","-2"
"1710880555-1893","https://www.nba.com/stats/teams/boxscores","","GSW","GSW @ OKC","11/03/2023","W","240","141","49","92","53.3","18","40","45.0","25","30","83.3","13","25","38","36","9","2","15","25","2"
"1710880555-1894","https://www.nba.com/stats/teams/boxscores","","POR","POR vs. MEM","11/03/2023","W","265","115","39","96","40.6","9","32","28.1","28","36","77.8","15","35","50","19","12","7","14","15","2"
"1710880555-1895","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ POR","11/03/2023","L","265","113","47","96","49.0","10","35","28.6","9","13","69.2","7","41","48","29","8","10","17","25","-2"
"1710880555-1896","https://www.nba.com/stats/teams/boxscores","","DEN","DEN vs. DAL","11/03/2023","W","240","125","49","93","52.7","13","30","43.3","14","19","73.7","19","32","51","33","11","6","20","17","11"
"1710880555-1897","https://www.nba.com/stats/teams/boxscores","","TOR","TOR @ PHI","11/02/2023","L","240","99","38","79","48.1","10","28","35.7","13","19","68.4","9","32","41","30","4","3","19","20","-15"
"1710880555-1898","https://www.nba.com/stats/teams/boxscores","","PHI","PHI vs. TOR","11/02/2023","W","240","114","42","92","45.7","9","25","36.0","21","25","84.0","15","31","46","21","12","3","14","19","15"
"1710880555-1899","https://www.nba.com/stats/teams/boxscores","","DET","DET @ NOP","11/02/2023","L","240","116","41","94","43.6","13","38","34.2","21","26","80.8","19","29","48","30","4","5","16","31","-9"
"1710880555-1900","https://www.nba.com/stats/teams/boxscores","","NOP","NOP vs. DET","11/02/2023","W","240","125","39","80","48.8","14","32","43.8","33","35","94.3","7","29","36","27","5","7","12","18","9"
"1710880555-1901","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. SAS","11/02/2023","L","240","121","43","80","53.8","16","32","50.0","19","26","73.1","5","29","34","26","5","4","14","15","-11"
"1710880555-1902","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ PHX","11/02/2023","W","240","132","51","98","52.0","18","37","48.6","12","13","92.3","9","32","41","37","7","5","8","21","11"
"1710880555-1903","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ UTA","11/02/2023","W","240","115","39","85","45.9","10","29","34.5","27","36","75.0","10","33","43","27","17","9","17","25","2"
"1710880555-1904","https://www.nba.com/stats/teams/boxscores","","UTA","UTA vs. ORL","11/02/2023","L","240","113","41","89","46.1","12","33","36.4","19","26","73.1","13","35","48","27","9","7","20","27","-2"
"1710880555-1905","https://www.nba.com/stats/teams/boxscores","","NOP","NOP @ OKC","11/01/2023","W","240","110","40","102","39.2","13","42","31.0","17","29","58.6","22","36","58","23","8","5","11","20","4"
"1710880555-1906","https://www.nba.com/stats/teams/boxscores","","OKC","OKC vs. NOP","11/01/2023","L","240","106","38","88","43.2","7","34","20.6","23","25","92.0","6","43","49","23","6","5","15","24","-4"
"1710880555-1907","https://www.nba.com/stats/teams/boxscores","","CHA","CHA @ HOU","11/01/2023","L","240","119","45","90","50.0","11","27","40.7","18","25","72.0","15","29","44","21","9","8","16","19","-9"
"1710880555-1908","https://www.nba.com/stats/teams/boxscores","","HOU","HOU vs. CHA","11/01/2023","W","240","128","44","84","52.4","21","37","56.8","19","23","82.6","7","31","38","35","10","2","17","22","9"
"1710880555-1909","https://www.nba.com/stats/teams/boxscores","","CLE","CLE @ NYK","11/01/2023","W","240","95","32","74","43.2","12","32","37.5","19","20","95.0","6","40","46","22","7","5","18","27","6"
"1710880555-1910","https://www.nba.com/stats/teams/boxscores","","NYK","NYK vs. CLE","11/01/2023","L","240","89","32","92","34.8","5","30","16.7","20","30","66.7","16","34","50","18","10","3","14","16","-6"
"1710880555-1911","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. WAS","11/01/2023","W","240","130","46","92","50.0","9","32","28.1","29","32","90.6","14","43","57","26","8","3","21","16","9"
"1710880555-1912","https://www.nba.com/stats/teams/boxscores","","WAS","WAS @ ATL","11/01/2023","L","240","121","51","101","50.5","10","40","25.0","9","14","64.3","6","29","35","32","14","3","11","25","-9"
"1710880555-1913","https://www.nba.com/stats/teams/boxscores","","BKN","BKN @ MIA","11/01/2023","W","240","109","37","82","45.1","16","36","44.4","19","26","73.1","7","40","47","27","11","4","18","18","4"
"1710880555-1914","https://www.nba.com/stats/teams/boxscores","","MIA","MIA vs. BKN","11/01/2023","L","240","105","39","91","42.9","13","38","34.2","14","18","77.8","11","35","46","22","10","5","18","20","-4"
"1710880555-1915","https://www.nba.com/stats/teams/boxscores","","IND","IND @ BOS","11/01/2023","L","240","104","46","101","45.5","5","37","13.5","7","12","58.3","8","23","31","26","6","6","9","20","-51"
"1710880555-1916","https://www.nba.com/stats/teams/boxscores","","BOS","BOS vs. IND","11/01/2023","W","240","155","54","95","56.8","20","35","57.1","27","28","96.4","11","46","57","27","5","2","13","19","51"
"1710880555-1917","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. MIL","11/01/2023","W","240","130","51","91","56.0","15","38","39.5","13","14","92.9","15","35","50","35","7","6","18","25","19"
"1710880555-1918","https://www.nba.com/stats/teams/boxscores","","MIL","MIL @ TOR","11/01/2023","L","240","111","35","76","46.1","13","34","38.2","28","38","73.7","7","22","29","19","9","2","12","17","-19"
"1710880555-1919","https://www.nba.com/stats/teams/boxscores","","POR","POR @ DET","11/01/2023","W","240","110","38","81","46.9","7","20","35.0","27","33","81.8","7","37","44","23","10","7","17","15","9"
"1710880555-1920","https://www.nba.com/stats/teams/boxscores","","DET","DET vs. POR","11/01/2023","L","240","101","40","90","44.4","11","29","37.9","10","11","90.9","6","32","38","24","12","4","18","31","-9"
"1710880555-1921","https://www.nba.com/stats/teams/boxscores","","DEN","DEN @ MIN","11/01/2023","L","240","89","38","96","39.6","6","33","18.2","7","10","70.0","12","31","43","23","6","10","16","22","-21"
"1710880555-1922","https://www.nba.com/stats/teams/boxscores","","MIN","MIN vs. DEN","11/01/2023","W","240","110","38","83","45.8","8","21","38.1","26","27","96.3","8","39","47","20","9","5","14","15","21"
"1710880555-1923","https://www.nba.com/stats/teams/boxscores","","CHI","CHI @ DAL","11/01/2023","L","240","105","42","89","47.2","11","33","33.3","10","11","90.9","12","31","43","19","10","3","13","23","-9"
"1710880555-1924","https://www.nba.com/stats/teams/boxscores","","DAL","DAL vs. CHI","11/01/2023","W","240","114","37","81","45.7","20","48","41.7","20","28","71.4","13","32","45","23","7","2","15","11","9"
"1710880555-1925","https://www.nba.com/stats/teams/boxscores","","MEM","MEM @ UTA","11/01/2023","L","240","109","35","96","36.5","14","54","25.9","25","32","78.1","14","28","42","25","12","7","16","22","-24"
"1710880555-1926","https://www.nba.com/stats/teams/boxscores","","UTA","UTA vs. MEM","11/01/2023","W","240","133","47","87","54.0","22","43","51.2","17","24","70.8","10","40","50","35","7","3","21","22","24"
"1710880555-1927","https://www.nba.com/stats/teams/boxscores","","SAC","SAC @ GSW","11/01/2023","L","240","101","36","88","40.9","11","35","31.4","18","23","78.3","14","34","48","24","8","4","15","17","-1"
"1710880555-1928","https://www.nba.com/stats/teams/boxscores","","GSW","GSW vs. SAC","11/01/2023","W","240","102","39","81","48.1","11","31","35.5","13","15","86.7","7","29","36","32","5","6","18","17","1"
"1710880555-1929","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. LAC","11/01/2023","W","265","130","46","90","51.1","11","32","34.4","27","36","75.0","9","42","51","28","10","9","14","24","5"
"1710880555-1930","https://www.nba.com/stats/teams/boxscores","","LAC","LAC @ LAL","11/01/2023","L","265","125","47","99","47.5","14","34","41.2","17","27","63.0","12","34","46","22","12","1","13","31","-5"
"1710880555-1931","https://www.nba.com/stats/teams/boxscores","","NYK","NYK @ CLE","10/31/2023","W","240","109","38","86","44.2","13","34","38.2","20","25","80.0","12","36","48","18","9","1","14","17","18"
"1710880555-1932","https://www.nba.com/stats/teams/boxscores","","CLE","CLE vs. NYK","10/31/2023","L","240","91","36","92","39.1","10","38","26.3","9","12","75.0","14","32","46","19","6","6","15","19","-18"
"1710880555-1933","https://www.nba.com/stats/teams/boxscores","","PHX","PHX vs. SAS","10/31/2023","L","240","114","42","83","50.6","18","39","46.2","12","15","80.0","6","37","43","29","8","7","19","18","-1"
"1710880555-1934","https://www.nba.com/stats/teams/boxscores","","SAS","SAS @ PHX","10/31/2023","W","240","115","43","92","46.7","14","37","37.8","15","20","75.0","8","29","37","25","10","9","12","17","1"
"1710880555-1935","https://www.nba.com/stats/teams/boxscores","","LAC","LAC vs. ORL","10/31/2023","W","240","118","44","89","49.4","14","31","45.2","16","23","69.6","9","35","44","29","10","4","16","26","16"
"1710880555-1936","https://www.nba.com/stats/teams/boxscores","","ORL","ORL @ LAC","10/31/2023","L","240","102","38","81","46.9","7","30","23.3","19","33","57.6","7","33","40","23","9","3","16","24","-16"
"1710880555-1937","https://www.nba.com/stats/teams/boxscores","","LAL","LAL vs. ORL","10/30/2023","W","240","106","42","79","53.2","8","27","29.6","14","18","77.8","3","37","40","28","7","10","16","17","3"
"1710880555-1938","https://www.nba.com/stats/teams/boxscores","","IND","IND vs. CHI","10/30/2023","L","240","105","36","88","40.9","12","46","26.1","21","25","84.0","11","36","47","26","7","5","17","24","-7"
"1710880555-1939","https://www.nba.com/stats/teams/boxscores","","ATL","ATL vs. MIN","10/30/2023","W","240","127","48","86","55.8","14","30","46.7","17","18","94.4","4","32","36","28","6","7","11","12","14"
"1710880555-1940","https://www.nba.com/stats/teams/boxscores","","MIN","MIN @ ATL","10/30/2023","L","240","113","44","90","48.9","16","33","48.5","9","15","60.0","10","28","38","24","5","5","14","17","-14"
"1710880555-1941","https://www.nba.com/stats/teams/boxscores","","TOR","TOR vs. POR","10/30/2023","L","240","91","38","94","40.4","4","29","13.8","11","15","73.3","14","33","47","19","10","4","12","17","-8"
"1710880555-1942","https://www.nba.com/stats/teams/boxscores","","POR","POR @ TOR","10/30/2023","W","240","99","38","85","44.7","11","35","31.4","12","15","80.0","13","38","51","20","6","7","16","19","8"
